"interaction","name","selected","shared interaction","shared name","source","target"
"interacts with","Filifactor (interacts with) TM7","false","interacts with","Filifactor (interacts with) TM7","Filifactor","TM7"
"interacts with","Filifactor (interacts with) TM7","false","interacts with","Filifactor (interacts with) TM7","Filifactor","TM7"
"interacts with","Filifactor (interacts with) TM7","false","interacts with","Filifactor (interacts with) TM7","Filifactor","TM7"
"interacts with","Filifactor (interacts with) Veillonella","false","interacts with","Filifactor (interacts with) Veillonella","Filifactor","Veillonella"
"interacts with","Filifactor (interacts with) Veillonella","false","interacts with","Filifactor (interacts with) Veillonella","Filifactor","Veillonella"
"interacts with","Filifactor (interacts with) Veillonella","false","interacts with","Filifactor (interacts with) Veillonella","Filifactor","Veillonella"
"interacts with","Filifactor (interacts with) Yersinia","false","interacts with","Filifactor (interacts with) Yersinia","Filifactor","Yersinia"
"interacts with","Filifactor (interacts with) Yersinia","false","interacts with","Filifactor (interacts with) Yersinia","Filifactor","Yersinia"
"interacts with","Fusobacterium (interacts with) Fusobacterium","false","interacts with","Fusobacterium (interacts with) Fusobacterium","Fusobacterium","Fusobacterium"
"interacts with","Fusobacterium (interacts with) Fusobacterium","false","interacts with","Fusobacterium (interacts with) Fusobacterium","Fusobacterium","Fusobacterium"
"interacts with","Fusobacterium (interacts with) Fusobacterium","false","interacts with","Fusobacterium (interacts with) Fusobacterium","Fusobacterium","Fusobacterium"
"interacts with","Fusobacterium (interacts with) Gemella","false","interacts with","Fusobacterium (interacts with) Gemella","Fusobacterium","Gemella"
"interacts with","Fusobacterium (interacts with) Gemella","false","interacts with","Fusobacterium (interacts with) Gemella","Fusobacterium","Gemella"
"interacts with","Fusobacterium (interacts with) Gemella","false","interacts with","Fusobacterium (interacts with) Gemella","Fusobacterium","Gemella"
"interacts with","Fusobacterium (interacts with) Granulicatella","false","interacts with","Fusobacterium (interacts with) Granulicatella","Fusobacterium","Granulicatella"
"interacts with","Fusobacterium (interacts with) Granulicatella","false","interacts with","Fusobacterium (interacts with) Granulicatella","Fusobacterium","Granulicatella"
"interacts with","Fusobacterium (interacts with) Granulicatella","false","interacts with","Fusobacterium (interacts with) Granulicatella","Fusobacterium","Granulicatella"
"interacts with","Fusobacterium (interacts with) Granulicatella","false","interacts with","Fusobacterium (interacts with) Granulicatella","Fusobacterium","Granulicatella"
"interacts with","Fusobacterium (interacts with) Haemophilus","false","interacts with","Fusobacterium (interacts with) Haemophilus","Fusobacterium","Haemophilus"
"interacts with","Fusobacterium (interacts with) Haemophilus","false","interacts with","Fusobacterium (interacts with) Haemophilus","Fusobacterium","Haemophilus"
"interacts with","Fusobacterium (interacts with) Haemophilus","false","interacts with","Fusobacterium (interacts with) Haemophilus","Fusobacterium","Haemophilus"
"interacts with","Fusobacterium (interacts with) Haemophilus","false","interacts with","Fusobacterium (interacts with) Haemophilus","Fusobacterium","Haemophilus"
"interacts with","Fusobacterium (interacts with) Lactobacillus","false","interacts with","Fusobacterium (interacts with) Lactobacillus","Fusobacterium","Lactobacillus"
"interacts with","Fusobacterium (interacts with) Lactobacillus","false","interacts with","Fusobacterium (interacts with) Lactobacillus","Fusobacterium","Lactobacillus"
"interacts with","Fusobacterium (interacts with) Leptotrichia","false","interacts with","Fusobacterium (interacts with) Leptotrichia","Fusobacterium","Leptotrichia"
"interacts with","Fusobacterium (interacts with) Leptotrichia","false","interacts with","Fusobacterium (interacts with) Leptotrichia","Fusobacterium","Leptotrichia"
"interacts with","Fusobacterium (interacts with) Leptotrichia","false","interacts with","Fusobacterium (interacts with) Leptotrichia","Fusobacterium","Leptotrichia"
"interacts with","Fusobacterium (interacts with) Megasphaera","false","interacts with","Fusobacterium (interacts with) Megasphaera","Fusobacterium","Megasphaera"
"interacts with","Fusobacterium (interacts with) Megasphaera","false","interacts with","Fusobacterium (interacts with) Megasphaera","Fusobacterium","Megasphaera"
"interacts with","Fusobacterium (interacts with) Megasphaera","false","interacts with","Fusobacterium (interacts with) Megasphaera","Fusobacterium","Megasphaera"
"interacts with","Fusobacterium (interacts with) Megasphaera","false","interacts with","Fusobacterium (interacts with) Megasphaera","Fusobacterium","Megasphaera"
"interacts with","Fusobacterium (interacts with) Mogibacterium","false","interacts with","Fusobacterium (interacts with) Mogibacterium","Fusobacterium","Mogibacterium"
"interacts with","Fusobacterium (interacts with) Mogibacterium","false","interacts with","Fusobacterium (interacts with) Mogibacterium","Fusobacterium","Mogibacterium"
"interacts with","Fusobacterium (interacts with) Mogibacterium","false","interacts with","Fusobacterium (interacts with) Mogibacterium","Fusobacterium","Mogibacterium"
"interacts with","Fusobacterium (interacts with) Neisseria","false","interacts with","Fusobacterium (interacts with) Neisseria","Fusobacterium","Neisseria"
"interacts with","Fusobacterium (interacts with) Neisseria","false","interacts with","Fusobacterium (interacts with) Neisseria","Fusobacterium","Neisseria"
"interacts with","Fusobacterium (interacts with) Paenibacillus","false","interacts with","Fusobacterium (interacts with) Paenibacillus","Fusobacterium","Paenibacillus"
"interacts with","Fusobacterium (interacts with) Paenibacillus","false","interacts with","Fusobacterium (interacts with) Paenibacillus","Fusobacterium","Paenibacillus"
"interacts with","Fusobacterium (interacts with) Peptostreptococcus","false","interacts with","Fusobacterium (interacts with) Peptostreptococcus","Fusobacterium","Peptostreptococcus"
